username	tweet	hashtags	mentions
AndrewBuncombe	RT @guardianmusic: Quake it off: Taylor Swift fans generate seismic activity during Seattle shows https://t.co/AEuN7eIfqj	[]	['guardianmusic']
republic	"Republic
Nov 4BTS' song to feature in 'Sing 2', joins line-up of singers like Taylor Swift, U2 & more
republicworld.com
BTS' song to feature in 'Sing 2', joins line-up of singers like Taylor Swift, U2 & more
A BTS song is set to be a star feature in 'Sing 2' as the popular Korean band joined the line-up of noted actors, musicians in the animated movie."	[]	['republic']
wanderngthebchs	RT @stephanie_murr: The local news is talking about Taylor Swift playing Gillette like it’s an incoming nor’easter	[]	['stephanie_murr']
image_magazine	"IMAGE Media
Nov 16Starring Miles Teller, the new video is full of Gyllenhaal Easter eggsRead more at http://IMAGE.ie
image.ie
Watch Taylor Swift's video for ‘I Bet You Think About Me (Taylor’s Version)’
Directed by Blake Lively and starring Miles Teller, Taylor Swift's 'I Bet You Think About Me' has plenty of Gyllenhaal Easter eggs"	[]	['image_magazine']
hayles	RT @MountRainierWA: Got a free pair of Taylor Swift tickets if anyone is interested. I left them hidden under a rock at 14,411′ so just swi…	[]	['MountRainierWA']
Stimpyz1	@lisaabramowicz1 It's the Jedi mind trick. The Fed WANTS everybody else to talk about rate cuts. It lets them keep stonks up so they can stay higher for longer. Pay attention to the regulation that is coming. It's what they dont want you to be doing. Look! Taylor Swift!	['']	['lisaabramowicz1']
MsLaFitteTweets	"RT @iam_johnw: Odel saw the nfl help the chiefs after Travis kelce got with Taylor swift so he’s running it back in Baltimore with Kim K 
C…"	['']	['iam_johnw']
MrsTOH2O	RT @SenAmyKlobuchar: From Taylor Swift to Springsteen to BTS, the lack of competition in the ticketing industry causes problems for fans an…	[]	['SenAmyKlobuchar']
OC	"Christian O'Connell
9hFavourite Lines In Songs...

""I could build a castle out of all the bricks they threw at me"" Taylor Swift

“Give me a Leonard Cohen afterworld / So I can sigh eternally.” Nirvana 

""And in the end / The love you take / Is equal to the love you make"" Beatles"	[]	['OC']
jeff_haden	From Taylor Swift to Kim Kardashian: 4 Brilliant Business Lessons from Celebrities  http://www.inc.com/jeff-haden/from-taylor-swift-to-kim-kardashian-4-brilliant-business-lessons-from-celebritie.html … via @Inc	[]	['inc']
lizzielilyy	@TicketmasterUK Are you going to comment on and resolve why many Taylor Swift registrants didn’t receive an email at all yesterday when you said it would be there by 23:59?	[]	['TicketmasterUK']
PatMcAfeeShow	"""If you know Taylor Swift you know the work that went into getting to where she is..

She's a brilliant artist and she works really hard""

@kennychesney #PMSLive https://t.co/lZfOmkGJYY"	['PMSLive']	['kennychesney']
elincomprendid	RT @SpotifySwiftie: 'folklore: Long Pond Studio Sessions deluxe edition' was once again Taylor Swift's most streamed album yesterday, recei…	[]	['SpotifySwiftie']
mrbowers	RT @ladiedbird: you’ve really gotta hand it to taylor swift’s publicist bc “she generously rents out her jet for her poorer friends who can…	[]	['ladiedbird']
thecurrent	"Thanks for the message. We have been playing “Exile” by Taylor Swift featuring Bon Iver. You can check out our playlist here: 
 http://thecurrent.org/playlist 

And you can listen to our stream here:  http://thecurrent.org/listen "	[]	['adrianelapasand', 'melodramaswift1', 'taylorswift13', 'boniver']
okayalaina	"RT @TickPick: Taylor Swift Giveaway! 

We are sending three (3) lucky winners to see Taylor Swift LIVE in Inglewood, California 💜🫶

What's…"	[]	['TickPick']
jasminedotiwala	RT @jonsopel: Imagine the disappointment when you think the security might be for Taylor Swift, Justin Bieber or Jay-Z - and all you get is…	[]	['jonsopel']
officialcharts	"Including upcoming records from 
@wolfalicemusic
, 

:Updated: All the big albums confirmed for release in 2021
Lots of albums have already been announced for this year, including Royal Blood, Rag'n'Bone Man and Taylor Swift
officialcharts.com"	[]	['wolfalicemusic', 'OfficialSteps', 'RagNBoneMan']
itifdc	An online survey by @DataInnovation found that 47.8% of adults in the U.S. agreed that musicians like Taylor Swift should be allowed to use facial recognition technology to identify known stalkers at their concerts. Only 20.6% disagreed. https://www.usatoday.com/story/tech/2019/05/21/facial-recognition-your-face-may-key-unlock-future/3679717002/ …	[]	['datainnovation']
samcmlaird	People with 100MM+ followers on @Instagram: Beyonce, Taylor Swift, Ariana Grande, Selena Gomez and, now, Ronaldo. http://mashable.com/2017/05/04/ronaldo-instagram-followers-100-million-top-male/#xHEe7YHCiTq1 …	[]	['instagram']
galido_tom	"@C_in_D you need ""Swiftamine""... It's a pharmaceutical that will ease the vertigo and nausea when you realize you friggin love Taylor Swift."	[]	['c_in_d']
elainaplott	I love reading @skornhaber on Taylor Swift. (On anything, really, but especially Taylor Swift.) https://twitter.com/TheAtlantic/status/1224090404980699142 …	[]	['skornhaber']
bonniefuller	#AMAs: wow the chemistrybetween @Camila_Cabello & @ShawnMendes is so intense during Senorita performance & Taylor Swift is into it!	['#amas']	['camila_cabello', 'shawnmendes']
nicksak	"The REAL reason Taylor Swift just pulled all of her music from @Spotify:
 https://www.youtube.com/watch?v=9fzQLlIdX1E …
#SNL #swiftamine"	['#snl', '#swiftamine']	['spotify']
sincerelycass11	@i_heart_T_Swift @Chazzyxoxx @Ohh_Classy Tswift fan :) check out Taylor Swift Sparks Fly Makeup Tutorial... and i love your retweets ahaha	[]	['i_heart_t_swift', 'ohh_classy']
josieahlquist	Taylor Swift's not the only one who can remix her #DigitalReputation! 🐍 Check out @malliefe2o3's 4 tips for reclaiming your online narrative here:  https://buff.ly/2HXUqcG  #Digrep	['#digitalreputation', '#digrep']	['malliefe2o3']
phoebeetea	Mine is also the delivery guy at my work and he delivered me a parcel the day whilst I was wearing a bright red face mask dancing to Taylor Swift’s The Man. I have to move �� pic.twitter.com/mVakIys2a1	[]	['kthrynocnnr']
roxystriar	RT @thewhirlgirls: Taylor Swift sells out arenas all over the world. Her shows are 3+ hours long. People dress up, make friendship bracelet…	[]	['thewhirlgirls']
MarkoSilberhand	"RT @MarkoSilberhand: .
Taylor Swift is in #MunichTSTheErasTour . . .
... I've never been this close to her   🙃

But I sat on this hill befo…"	['MunichTSTheErasTour']	['MarkoSilberhand']
fiyaevermore	RT @everhoaxx: crazy how ALL the chart accounts of that homewrecker are either updating on taylor swift (?) and mentioning her 24/7 or post…	[]	['everhoaxx']
OliviaTroye	"@88keys18 I'm sure my neighbors are also wondering what the heck happened when I screamed ""I got the email""! It's a verified fan selection for Taylor Swift's tour, which goes on sale tomorrow AM.��"	[]	['88keys18']
stateofarabella	"RT @MoveOn: We as a nation have:

-71 days until midterm elections 
-53 days until Taylor Swift’s new album drops

Here is a checklist to m…"	[]	['MoveOn']
hautepr	could @pattistanger find love for Taylor Swift?  http://www.people.com/people/videos/0,,20665365,00.html …	[]	['pattistanger']
trendspottr	"Taylor Swift Is Going Tarantino In Her New “Bad Blood” Video
 http://trendspot.it/daog  via @trendspottr #billboardawards pic.twitter.com/tTOZ12ZfMG"	['#billboardawards']	['trendspottr']
SuDharmapala	RT @janetking851241: Taylor Swift’s ADORABLE message to the 83,000 fans SCREAMING on Night 3 https://t.co/xKNZvVwDX1	['']	['janetking851241']
attackontee	@sophdoeslife TALKIN ABOUT TAYLOR SWIFT IN HER NEW VIDEO OMGGGGGGGGGGG but yes I want a taylor swift makeup collection too - she wears Pat Magrath labs a lot shdhjdf maybe that	[]	['sophdoeslife']
scottkfoley	“@Kayla_Ekwall: @scottkfoley would you consider yourself a fan of Taylor Swift? #22daysuntilscandal This is important.”Oh yes.	['#22daysuntilscandal']	['scottkfoley']
Bhuut_	"Ali
8hThere is a discussion going on about who is better: Taylor Swift or Aziz Mian.
That's a conversation I never I thought I would see in my life "	[]	['Bhuut_']
pr1ntf	RT @SwiftOnSecurity: Imagine being alive at the same time as room-temperature superconductors and Taylor Swift	[]	['SwiftOnSecurity']
angelalevin1	RT @danwootton: Taylor Swift's brutal rejection of Meghan’s plea to appear on her podcast proves stars want proximity to real royals - not…	[]	['danwootton']
FearlessRiOT	"RT @ThrowbackTaylor: 3 years ago today, taylor swift arriving at her NYC apartment with pink hair and a new merch!

april 22, 2019 https://…"	[]	['ThrowbackTaylor']
HannahHeartss	@AXS_UK hi! I’ve got tickets for Taylor Swift tomorrow at Wembley stadium, there’s no ticket colour on them to find out my entrance?	['']	['AXS_UK']
posxidonn	RT @tswifterastour: “i pictured you with other girls in love then threw up on the street” is the most real thing taylor swift has ever writ…	[]	['tswifterastour']
overallbeauty	Sneak Peek at Wonderstruck by Taylor Swift Coming out soon!  http://overallbeauty.com/beauty-blog/2011/09/29/sneak-peek-at-wonderstruck-by-taylor-swift-coming-out-soon/ … via @overallbeauty > just got one in the mail! Smells yummy	[]	['overallbeauty']
thecurrent	"Thanks for the message. We have been playing “Exile” by Taylor Swift featuring Bon Iver. You can check out our playlist here: 
 http://thecurrent.org/playlist 

And you can listen to our stream here:  http://thecurrent.org/listen "	[]	['loverstan1989', 'taylorswift13', 'boniver']
gamesover	I prefer @Spotify music discovery over @AppleMusic. Spotify's never recommended Taylor Swift based on my listening habits.	[]	['spotify', 'applemusic']
ashleycodianni	'Cause the players gonna play, play, play RT @CNNPolitics: Ernst ‘very offended' by Harkin's Taylor Swift remark  http://cnn.it/1qm49ct 	[]	['cnnpolitics']
heartlessfred	"(ಠ_ಠ)━☆ﾟ.*･｡ﾟ
15hil modo in cui vorrei che i 5sos rimandassero ancora il concerto così posso andare alla taylor swift night..."	['TaylorSwiftNightRoma']	['heartlessfred', 'tswiftita_']
gafa_le_tae	RT @gavreilly: Taylor Swift playing Aviva Stadium on June 28 and 29. Tickets on sale at 10am on July 13	[]	['gavreilly']
Miles_Brundage	RT @S_Insley_H: Not everyone knows this, but Taylor Swift also wrote another book, under a pseudonym. It’s called Born Yesterday: Inexperie…	[]	['S_Insley_H']
CapitalOfficial	"Capital
Jan 28Another fan showed up at Taylor's New York home
capitalfm.com
A Taylor Swift fan has crashed a car into her NYC apartment
The man was arrested at the scene"	[]	['CapitalOfficial']
nan	From Taylor Swift to the World Cup, travelers are paying big bucks to catch overseas games and shows https://t.co/eSb5Ivnmik via @MonicaPitrelli for @cnbc @CNBCi // thank you for including us in the piece https://t.co/zGMfQbCJXo	[]	['MonicaPitrelli', 'CNBC', 'CNBCi']
DiscoEnigma92	RT @tsmidnightsts10: ��| Actress Lea Michele reveals her least favourite track from Taylor Swift’s “Midnights” is the closing track “Dear Re…	[]	['tsmidnightsts10']
nuclear94	RT @EmmaManzini: Totally loving Taylor Swift's suit, which is designed to break up her shape against the background, thereby making it diff…	[]	['EmmaManzini']
theromonakeveza	SNEAK PEEK OF TAYLOR SWIFT: Filming her @DietCoke commercial wearing Romona Keveza E1313 [Vid  http://bit.ly/YO6enc ] pic.twitter.com/NVeNtJph0X	[]	['dietcoke']
laurgood	Amy is the best. RT @vulture: Amy Poehler responds to Taylor Swift in her typically classy manner:  http://vult.re/XLZOmx 	[]	['vulture']
urbandictionary	Taylor Swift: Taylor Swift is an American songwriter/...  http://taylor-swift.urbanup.com/14376330  pic.twitter.com/RMav8nreDH	[]	['swift_perfectly']
lizziepika	"RT @DPearsonPHL: Taylor Swift fans are embracing transit. Tough Twitter truck guys are still too scared.
 https://t.co/ru2W3tEf9f"	[]	['DPearsonPHL']
bhboehlert	"RT @awfulannouncing: ""Taylor Swift... It's her summer, really. She's helping the economy in every city she goes.""- Anthony Rizzo.

Rizzo ch…"	[]	['awfulannouncing']
reputari	"RT @swifterous: “i love you”
★☆☆☆☆

“i saw something about taylor swift and thought of you”
★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★…"	[]	['swifterous']
TruthsandLies14	RT @PunishedLobster: Grinding up all the Nathan fielder Taylor Swift peach wife Lockheed Martin discourse into that gold dust stuff from Ma…	[]	['PunishedLobster']
smbrnsn	"Rumor was @Ticketmaster was going to drop some extra Taylor Swift tix sometime today.

Idk if that's true, but even the *rumor* has crashed Ticketmaster.

Srsly, Ticketmaster, you do exactly like 2 things (rip people off and sell tickets). You'd think you'd be competent at them. https://t.co/Ln90xZzy0D"	[]	['Ticketmaster']
irish_news	"Lynette Fay: Revenge might be a dish best served cold but unlike Taylor Swift and Miley Cyrus, it's definitely not on my menu 
#premium 

@LynetteFay

https://t.co/4DgAUQxqap"	['premium']	['LynetteFay']
IAMvDroid13	RT @IAMvDroid13: We cry for the AR Rahman and a Taylor Swift collab but we have a much more iconic one���� https://t.co/8nf4NYX9DP	[]	['IAMvDroid13']
innovairre	Taylor Swift @TaylorSwift13 donates $100K to @DollyParton Wildfires #Charity  http://buff.ly/2gAgXSP  pic.twitter.com/3JwKYRx59E	['#charity']	['taylorswift13', 'dollyparton']
long	@PatRyanWrites my company just created a Taylor Swift infographic about her savvy business moved. Feel free to use it  http://bit.ly/1xyB9av 	[]	['patryanwrites']
gurgling_mrd	Just because a malware family isn't all over the headlines doesn't mean it isn't interesting... or important... or dangerous! Hiding malware downloads in Taylor Swift pics! New SophosLabs ... via @NakedSecurity #security #tech #ThursdayThoughts https://nakedsecurity.sophos.com/2019/12/19/hiding-malware-downloads-in-taylor-swift-pics-new-sophoslabs-report/ …	['#security', '#tech', '#thursdaythoughts']	['nakedsecurity']
bobbybonesshow	".@sznraymundo watched the Taylor Swift documentary on Netflix and he doesn't think it was good. He says he didn't really learn anything. 

He gave it 1 Swifty out of 5. pic.twitter.com/q4GLyklhp4"	[]	['sznraymundo']
itsTHISleanneli	"RT @TSwiftNZ: 💬 | @emrata on Taylor Swift

“I recently became a Swiftie. I loved her last album and I’ve seen her documentary… She’s anothe…"	[]	['TSwiftNZ', 'emrata']
ItsEmilyKaty	RT @tarek_ghouri: #southport . I can’t comprehend how or why anyone would want to stab kids making Taylor swift bracelets and dancing. A ve…	['southport']	['tarek_ghouri']
RanaDurham	"RT @GilletteStadium: It's our final spring cleaning giveaway!

RT &amp; follow us for a chance to win:

-Taylor Swift reputation tshirt
-Beyonc…"	['']	['GilletteStadium']
FearlessRiOT	@potaylortotstoo I used to buy magazines all the time. Now I only really do it if somebody I like is on the cover or featured inside. Like, if Taylor Swift is on a magazine cover, there’s a 99.99% chance I’m buying it.	[]	['potaylortotstoo']
DanaBrigoli	"RT @TheSwiftSociety: ‼️| Trademark applications were approved for:

- Reputation TV
- 1989 TV
- Taylor Swift TV https://t.co/bbz64JCZO1"	[]	['TheSwiftSociety']
Newsmonkey_BE	"RT @MusicMonkeyBE: Taylor Swift dropt vannacht nieuwe videoclip ‘Lavender Haze’

https://t.co/ELOPuhlNYc https://t.co/y7dLA0mbdH"	[]	['MusicMonkeyBE']
kingidris_	RT @prettydiferent: Everytime I think about the JD and AH trial, I remember Taylor Swift singing “and women like hunting witches too”	[]	['prettydiferent']
